50,960.105077797985
60,891.256026096244
70,722.929476631737
80,655.004185791403
90,676.972373776738
100,654.571172887619
110,718.801420282324
120,550.590340925493
130,649.634825784475
140,535.608094454548
150,598.856845934009
160,616.523772408418
170,646.863543200254
180,543.488929303427
190,564.822031696544
200,357.466585837591
210,-29.9356254149707
220,427.49920614301
230,319.130510089201
240,302.214139314685
250,449.32305649375
260,75.5174504200225
270,251.147484195029
280,399.844115354637
290,330.90846107214
300,287.693773274444
310,371.178661124101
320,398.256401374094
330,342.311134205133
340,238.388037296845
350,374.960307150486
360,294.881787477267
370,364.856672728847
380,285.788516497792
390,195.779567564447
400,317.167518258711
410,290.147513062556
420,238.561242458359
430,304.263733725932
440,240.148956438902
450,277.012788314425
460,235.126006755001
470,241.765537946364
480,202.67890649808
490,203.660402413325
500,185.704800669727
