3.5,-67.3190727750354
3.52,-27.8860310037239
3.54,-42.666204786236
3.56,38.5381484368234
3.58,114.257671545279
3.6,42.0022516670997
3.62,145.521203198522
3.64,93.1266418405935
3.66,156.231055685459
3.68,182.038624751018
3.7,250.916543979677
3.72,309.286683409832
3.74,301.838861464738
3.76,377.154239196328
3.78,465.460004041454
3.8,516.844201957218
3.82,545.192113391646
3.84,676.885771195982
3.86,715.654859848157
3.88,741.866574290581
3.9,722.409861147195
3.92,904.592823532808
3.94,807.366992869721
3.96,741.86657429058
3.98,757.455038826824
4,790.623827256719
4.02,792.615686614128
4.04,715.712594901995
4.06,597.471204641898
4.08,483.906353742675
4.1,528.131404982535
4.12,445.39707283277
4.14,312.750786640108
4.16,350.711584538553
4.18,282.526485955948
4.2,201.351000259808
4.22,151.698853959181
4.24,173.667041944517
4.26,183.193325827776
4.28,127.565601454923
4.3,-3.37750064951936
