47868.614,30139.8631679224,-180.133367974366,29959.729799948
47870.913,30073.1791807396,258.075690655582,30331.2548713952
47873.27,29854.0746514246,-411.795271499091,29442.2793799255
47875.661,29947.1724257383,214.774400277128,30161.9468260154
47877.907,30298.7789036113,-247.683380964753,30051.0955226466
47880.185,30160.2147744003,59.7557807222655,30219.9705551225
47882.478,29842.8163159262,258.075690655582,30100.8920065818
47884.787,30257.209664848,71.0141162206634,30328.2237810687
47887.091,29571.3172252533,-197.453884125747,29373.8633411276
47889.342,30255.4776132329,323.027626223261,30578.5052394561
47891.581,31250.1082532259,420.455529574781,31670.5637828007
47893.89,29279.4665281025,-308.305187494587,28971.1613406079
47896.098,29602.9271672296,-384.082445656881,29218.8447215727
47898.366,30933.5758205595,955.659478652464,31889.2352992119
47900.663,30197.4538841257,-431.713865073179,29765.7400190526
47902.968,30019.0525677665,-133.367974365636,29885.6845934009
47905.192,30771.628994544,164.977916341907,30936.6069108859
47907.456,30436.9100199186,294.015761669698,30730.9257815883
47909.851,29486.4466961115,-345.977310123842,29140.4693859877
47912.173,29282.0646055252,-215.207413180913,29066.8571923443
47914.511,30526.9767039058,626.136658872434,31153.1133627782
47916.849,30009.959296787,-33.341993591409,29976.6173031956
47919.183,29941.5432579891,515.285355503594,30456.8286134927
47921.507,30118.2125227332,221.702606737681,30339.9151294709
47923.811,29928.9858837793,-540.833116826881,29388.1527669525
47926.149,30223.8676712566,464.189832857019,30688.0575041136
47928.483,29956.6987096215,112.150342080194,30068.8490517017
47930.809,29345.2844894778,223.434658352819,29568.7191478306
47933.196,30329.52281978,-300.077942322681,30029.4448774573
47935.522,28312.1157010479,259.374729366935,28571.4904304148
47937.856,29069.455269767,-171.04009699489,28898.4151727721
47940.188,29898.6749805144,758.205594526717,30656.8805750411
47942.52,29241.7944054733,-111.284316272625,29130.5100892007
47944.907,30243.7862648307,184.896509915995,30428.6827747467
47947.294,29043.47449554,-104.789122715857,28938.6853728241
47949.622,29450.0736121936,-83.1384775266303,29366.935134667
47951.96,28908.3744695592,-445.1372650905,28463.2372044687
